,accuracy,precision,recall,f1,f2,mcc,fpr,fnr,roc_auc,pr_auc
autoencoder_source_protocol,0.7538147622427254,0.9382597183776628,0.6074962986051585,0.7374893576766626,0.6535772371355276,0.5693473827947364,0.05282669138090825,0.3925037013948414,0.9489187972681677,0.95215811719799
isolation_forest_source_protocol,0.7465844570617459,0.979655079493398,0.5665861450946778,0.7179461861268822,0.6187663818633625,0.5806461631053682,0.015549376995160128,0.4334138549053222,0.9421472562029803,0.9547250481932641
